"Notes"	"Cancer Sites"	"Cancer Sites Code"	"Year"	"Year Code"	"States"	"States Code"	Count	Population	Age-Adjusted Rate
	"Respiratory System"	"22010-22060"	"2010"	"2010"	"Arkansas"	"05"	2807	2922394	81.9
	"Respiratory System"	"22010-22060"	"2010"	"2010"	"California"	"06"	18503	37334079	51.8
	"Respiratory System"	"22010-22060"	"2010"	"2010"	"Colorado"	"08"	2352	5048254	49.7
	"Respiratory System"	"22010-22060"	"2010"	"2010"	"Connecticut"	"09"	2866	3579717	68.7
	"Respiratory System"	"22010-22060"	"2010"	"2010"	"Delaware"	"10"	789	899791	75.2
	"Respiratory System"	"22010-22060"	"2010"	"2010"	"District of Columbia"	"11"	384	605126	65.9
	"Respiratory System"	"22010-22060"	"2010"	"2010"	"Florida"	"12"	17806	18849890	70.5
	"Respiratory System"	"22010-22060"	"2010"	"2010"	"Georgia"	"13"	6611	9713454	72.0
	"Respiratory System"	"22010-22060"	"2010"	"2010"	"Hawaii"	"15"	790	1363980	49.0
	"Respiratory System"	"22010-22060"	"2010"	"2010"	"Idaho"	"16"	893	1570986	55.7
	"Respiratory System"	"22010-22060"	"2010"	"2010"	"Illinois"	"17"	9976	12841249	74.1
	"Respiratory System"	"22010-22060"	"2010"	"2010"	"Indiana"	"18"	5706	6490590	81.2
	"Respiratory System"	"22010-22060"	"2010"	"2010"	"Iowa"	"19"	2592	3050694	71.5
	"Respiratory System"	"22010-22060"	"2010"	"2010"	"Kansas"	"20"	2107	2858824	67.6
	"Respiratory System"	"22010-22060"	"2010"	"2010"	"Kentucky"	"21"	5264	4347937	107.7
	"Respiratory System"	"22010-22060"	"2010"	"2010"	"Louisiana"	"22"	3819	4544951	80.2
	"Respiratory System"	"22010-22060"	"2010"	"2010"	"Maine"	"23"	1360	1327695	78.5
	"Respiratory System"	"22010-22060"	"2010"	"2010"	"Maryland"	"24"	3909	5788409	64.6
	"Respiratory System"	"22010-22060"	"2010"	"2010"	"Massachusetts"	"25"	5268	6565036	70.7
	"Respiratory System"	"22010-22060"	"2010"	"2010"	"Michigan"	"26"	8688	9877369	76.5
	"Respiratory System"	"22010-22060"	"2010"	"2010"	"Minnesota"	"27"	3447	5310903	60.9
	"Respiratory System"	"22010-22060"	"2010"	"2010"	"Mississippi"	"28"	2671	2970316	83.3
	"Respiratory System"	"22010-22060"	"2010"	"2010"	"Missouri"	"29"	5592	5996052	81.1
	"Respiratory System"	"22010-22060"	"2010"	"2010"	"Montana"	"30"	738	990643	61.7
	"Respiratory System"	"22010-22060"	"2010"	"2010"	"Nebraska"	"31"	1308	1830025	64.9
	"Respiratory System"	"22010-22060"	"2010"	"2010"	"Nevada"	"32"	1762	2703440	65.3
	"Respiratory System"	"22010-22060"	"2010"	"2010"	"New Hampshire"	"33"	1139	1316708	74.4
	"Respiratory System"	"22010-22060"	"2010"	"2010"	"New Jersey"	"34"	6177	8803881	62.9
	"Respiratory System"	"22010-22060"	"2010"	"2010"	"New Mexico"	"35"	1017	2064741	45.3
	"Respiratory System"	"22010-22060"	"2010"	"2010"	"New York"	"36"	14449	19402920	66.8
	"Respiratory System"	"22010-22060"	"2010"	"2010"	"North Carolina"	"37"	8103	9558979	78.0
	"Respiratory System"	"22010-22060"	"2010"	"2010"	"North Dakota"	"38"	463	674530	59.3
	"Respiratory System"	"22010-22060"	"2010"	"2010"	"Ohio"	"39"	10434	11540766	77.6
	"Respiratory System"	"22010-22060"	"2010"	"2010"	"Oklahoma"	"40"	3118	3759596	74.5
	"Respiratory System"	"22010-22060"	"2010"	"2010"	"Oregon"	"41"	2762	3837972	62.5
	"Respiratory System"	"22010-22060"	"2010"	"2010"	"Pennsylvania"	"42"	11427	12712014	72.3
	"Respiratory System"	"22010-22060"	"2010"	"2010"	"Rhode Island"	"44"	897	1053219	72.6
	"Respiratory System"	"22010-22060"	"2010"	"2010"	"South Carolina"	"45"	4034	4635894	76.1
	"Respiratory System"	"22010-22060"	"2010"	"2010"	"South Dakota"	"46"	611	816299	64.8
	"Respiratory System"	"22010-22060"	"2010"	"2010"	"Tennessee"	"47"	6061	6356585	84.5
	"Respiratory System"	"22010-22060"	"2010"	"2010"	"Texas"	"48"	14062	25244363	62.6
	"Respiratory System"	"22010-22060"	"2010"	"2010"	"Utah"	"49"	644	2775426	30.3
	"Respiratory System"	"22010-22060"	"2010"	"2010"	"Vermont"	"50"	588	625984	77.3
	"Respiratory System"	"22010-22060"	"2010"	"2010"	"Virginia"	"51"	5645	8025787	67.7
	"Respiratory System"	"22010-22060"	"2010"	"2010"	"Washington"	"53"	4675	6743060	67.2
	"Respiratory System"	"22010-22060"	"2010"	"2010"	"West Virginia"	"54"	2107	1854225	86.9
	"Respiratory System"	"22010-22060"	"2010"	"2010"	"Wisconsin"	"55"	4367	5690204	68.0
	"Respiratory System"	"22010-22060"	"2010"	"2010"	"Wyoming"	"56"	335	564516	55.9
	"Respiratory System"	"22010-22060"	"2011"	"2011"	"Alabama"	"01"	4376	4801108	78.2
	"Respiratory System"	"22010-22060"	"2011"	"2011"	"Alaska"	"02"	372	722720	68.4
	"Respiratory System"	"22010-22060"	"2011"	"2011"	"Arizona"	"04"	4066	6468732	55.7
	"Respiratory System"	"22010-22060"	"2011"	"2011"	"Arkansas"	"05"	2842	2938538	81.8
	"Respiratory System"	"22010-22060"	"2011"	"2011"	"California"	"06"	17850	37700034	48.6
	"Respiratory System"	"22010-22060"	"2011"	"2011"	"Colorado"	"08"	2404	5119480	49.0
	"Respiratory System"	"22010-22060"	"2011"	"2011"	"Connecticut"	"09"	2840	3589759	67.6
	"Respiratory System"	"22010-22060"	"2011"	"2011"	"Delaware"	"10"	862	907916	80.3
	"Respiratory System"	"22010-22060"	"2011"	"2011"	"District of Columbia"	"11"	367	620472	62.1
	"Respiratory System"	"22010-22060"	"2011"	"2011"	"Florida"	"12"	17469	19105533	67.2
	"Respiratory System"	"22010-22060"	"2011"	"2011"	"Georgia"	"13"	6756	9812280	72.2
	"Respiratory System"	"22010-22060"	"2011"	"2011"	"Hawaii"	"15"	818	1378227	50.4
	"Respiratory System"	"22010-22060"	"2011"	"2011"	"Idaho"	"16"	907	1584134	55.3
	"Respiratory System"	"22010-22060"	"2011"	"2011"	"Illinois"	"17"	10035	12861882	73.2
	"Respiratory System"	"22010-22060"	"2011"	"2011"	"Indiana"	"18"	5775	6516845	80.7
	"Respiratory System"	"22010-22060"	"2011"	"2011"	"Iowa"	"19"	2530	3065389	68.3
	"Respiratory System"	"22010-22060"	"2011"	"2011"	"Kansas"	"20"	2106	2869917	66.6
	"Respiratory System"	"22010-22060"	"2011"	"2011"	"Kentucky"	"21"	5085	4367882	102.0
	"Respiratory System"	"22010-22060"	"2011"	"2011"	"Louisiana"	"22"	3753	4575381	77.1
	"Respiratory System"	"22010-22060"	"2011"	"2011"	"Maine"	"23"	1318	1328257	74.8
	"Respiratory System"	"22010-22060"	"2011"	"2011"	"Maryland"	"24"	3977	5844171	64.1
	"Respiratory System"	"22010-22060"	"2011"	"2011"	"Massachusetts"	"25"	5312	6611797	70.2
	"Respiratory System"	"22010-22060"	"2011"	"2011"	"Michigan"	"26"	8516	9876589	73.7
	"Respiratory System"	"22010-22060"	"2011"	"2011"	"Minnesota"	"27"	3355	5348119	57.3
	"Respiratory System"	"22010-22060"	"2011"	"2011"	"Mississippi"	"28"	2653	2977999	80.9
	"Respiratory System"	"22010-22060"	"2011"	"2011"	"Missouri"	"29"	5677	6010587	81.5
	"Respiratory System"	"22010-22060"	"2011"	"2011"	"Montana"	"30"	794	997746	64.6
	"Respiratory System"	"22010-22060"	"2011"	"2011"	"Nebraska"	"31"	1269	1842383	62.1
	"Respiratory System"	"22010-22060"	"2011"	"2011"	"New Hampshire"	"33"	1154	1318344	74.5
	"Respiratory System"	"22010-22060"	"2011"	"2011"	"New Jersey"	"34"	6397	8842934	64.2
	"Respiratory System"	"22010-22060"	"2011"	"2011"	"New Mexico"	"35"	1045	2078226	45.1
	"Respiratory System"	"22010-22060"	"2011"	"2011"	"New York"	"36"	14713	19523202	66.7
	"Respiratory System"	"22010-22060"	"2011"	"2011"	"North Carolina"	"37"	8029	9651025	75.1
	"Respiratory System"	"22010-22060"	"2011"	"2011"	"North Dakota"	"38"	516	685326	64.9
	"Respiratory System"	"22010-22060"	"2011"	"2011"	"Ohio"	"39"	10391	11545442	76.5
	"Respiratory System"	"22010-22060"	"2011"	"2011"	"Oklahoma"	"40"	3284	3786626	77.5
	"Respiratory System"	"22010-22060"	"2011"	"2011"	"Oregon"	"41"	2924	3868509	65.1
	"Respiratory System"	"22010-22060"	"2011"	"2011"	"Pennsylvania"	"42"	11515	12745202	72.0
	"Respiratory System"	"22010-22060"	"2011"	"2011"	"Rhode Island"	"44"	890	1051856	71.3
	"Respiratory System"	"22010-22060"	"2011"	"2011"	"South Carolina"	"45"	4034	4672733	74.6
	"Respiratory System"	"22010-22060"	"2011"	"2011"	"South Dakota"	"46"	600	824289	62.6
	"Respiratory System"	"22010-22060"	"2011"	"2011"	"Tennessee"	"47"	6002	6398408	81.7
	"Respiratory System"	"22010-22060"	"2011"	"2011"	"Texas"	"48"	13891	25654464	59.7
	"Respiratory System"	"22010-22060"	"2011"	"2011"	"Utah"	"49"	701	2816440	31.7
	"Respiratory System"	"22010-22060"	"2011"	"2011"	"Vermont"	"50"	565	626687	72.5
	"Respiratory System"	"22010-22060"	"2011"	"2011"	"Virginia"	"51"	5539	8110783	64.8
	"Respiratory System"	"22010-22060"	"2011"	"2011"	"Washington"	"53"	4587	6823229	64.0
	"Respiratory System"	"22010-22060"	"2011"	"2011"	"West Virginia"	"54"	2181	1854948	89.1
	"Respiratory System"	"22010-22060"	"2011"	"2011"	"Wisconsin"	"55"	4415	5709720	66.9
	"Respiratory System"	"22010-22060"	"2011"	"2011"	"Wyoming"	"56"	313	567768	51.6
	"Respiratory System"	"22010-22060"	"2012"	"2012"	"Alabama"	"01"	4331	4816089	75.4
	"Respiratory System"	"22010-22060"	"2012"	"2012"	"Alaska"	"02"	361	731228	61.6
	"Respiratory System"	"22010-22060"	"2012"	"2012"	"Arizona"	"04"	4042	6553262	53.2
	"Respiratory System"	"22010-22060"	"2012"	"2012"	"Arkansas"	"05"	2899	2949499	81.6
	"Respiratory System"	"22010-22060"	"2012"	"2012"	"California"	"06"	18081	38056055	47.9
	"Respiratory System"	"22010-22060"	"2012"	"2012"	"Colorado"	"08"	2475	5191731	48.3
	"Respiratory System"	"22010-22060"	"2012"	"2012"	"Connecticut"	"09"	2852	3593541	66.2
	"Respiratory System"	"22010-22060"	"2012"	"2012"	"Delaware"	"10"	819	917099	73.6
	"Respiratory System"	"22010-22060"	"2012"	"2012"	"District of Columbia"	"11"	420	635342	67.9
	"Respiratory System"	"22010-22060"	"2012"	"2012"	"Florida"	"12"	17992	19352021	67.3
	"Respiratory System"	"22010-22060"	"2012"	"2012"	"Georgia"	"13"	7169	9917639	73.1
	"Respiratory System"	"22010-22060"	"2012"	"2012"	"Hawaii"	"15"	832	1392641	49.0
	"Respiratory System"	"22010-22060"	"2012"	"2012"	"Idaho"	"16"	949	1596097	55.3
	"Respiratory System"	"22010-22060"	"2012"	"2012"	"Illinois"	"17"	9975	12875167	71.5
	"Respiratory System"	"22010-22060"	"2012"	"2012"	"Indiana"	"18"	5605	6538283	76.7
	"Respiratory System"	"22010-22060"	"2012"	"2012"	"Iowa"	"19"	2571	3076636	68.7
	"Respiratory System"	"22010-22060"	"2012"	"2012"	"Kansas"	"20"	2087	2886281	64.6
	"Respiratory System"	"22010-22060"	"2012"	"2012"	"Kentucky"	"21"	5192	4382667	101.6
	"Respiratory System"	"22010-22060"	"2012"	"2012"	"Louisiana"	"22"	3893	4603676	77.2
	"Respiratory System"	"22010-22060"	"2012"	"2012"	"Maine"	"23"	1455	1328888	79.9
	"Respiratory System"	"22010-22060"	"2012"	"2012"	"Maryland"	"24"	3952	5890740	62.0
	"Respiratory System"	"22010-22060"	"2012"	"2012"	"Massachusetts"	"25"	5353	6657780	69.2
	"Respiratory System"	"22010-22060"	"2012"	"2012"	"Michigan"	"26"	8410	9886879	71.1
	"Respiratory System"	"22010-22060"	"2012"	"2012"	"Minnesota"	"27"	3540	5380443	59.1
	"Respiratory System"	"22010-22060"	"2012"	"2012"	"Mississippi"	"28"	2740	2985660	82.1
	"Respiratory System"	"22010-22060"	"2012"	"2012"	"Missouri"	"29"	5836	6025468	81.6
	"Respiratory System"	"22010-22060"	"2012"	"2012"	"Montana"	"30"	738	1005157	57.4
	"Respiratory System"	"22010-22060"	"2012"	"2012"	"Nebraska"	"31"	1353	1855973	64.8
	"Respiratory System"	"22010-22060"	"2012"	"2012"	"Nevada"	"32"	1839	2754874	62.9
	"Respiratory System"	"22010-22060"	"2012"	"2012"	"New Hampshire"	"33"	1098	1321393	69.4
	"Respiratory System"	"22010-22060"	"2012"	"2012"	"New Jersey"	"34"	6243	8874893	61.3
	"Respiratory System"	"22010-22060"	"2012"	"2012"	"New Mexico"	"35"	1050	2084792	43.9
	"Respiratory System"	"22010-22060"	"2012"	"2012"	"New York"	"36"	14614	19606981	65.2
	"Respiratory System"	"22010-22060"	"2012"	"2012"	"North Carolina"	"37"	8233	9747021	74.5
	"Respiratory System"	"22010-22060"	"2012"	"2012"	"North Dakota"	"38"	514	702265	62.6
	"Respiratory System"	"22010-22060"	"2012"	"2012"	"Ohio"	"39"	10173	11551783	73.2
	"Respiratory System"	"22010-22060"	"2012"	"2012"	"Oklahoma"	"40"	3240	3817679	75.1
	"Respiratory System"	"22010-22060"	"2012"	"2012"	"Oregon"	"41"	2835	3899444	60.8
	"Respiratory System"	"22010-22060"	"2012"	"2012"	"Pennsylvania"	"42"	11302	12772789	69.4
	"Respiratory System"	"22010-22060"	"2012"	"2012"	"Rhode Island"	"44"	979	1052393	75.5
	"Respiratory System"	"22010-22060"	"2012"	"2012"	"South Carolina"	"45"	4199	4721341	74.4
	"Respiratory System"	"22010-22060"	"2012"	"2012"	"South Dakota"	"46"	597	834631	60.3
	"Respiratory System"	"22010-22060"	"2012"	"2012"	"Tennessee"	"47"	6157	6455469	81.5
	"Respiratory System"	"22010-22060"	"2012"	"2012"	"Texas"	"48"	14388	26089741	59.9
	"Respiratory System"	"22010-22060"	"2012"	"2012"	"Utah"	"49"	757	2856343	33.2
	"Respiratory System"	"22010-22060"	"2012"	"2012"	"Vermont"	"50"	564	626398	68.7
	"Respiratory System"	"22010-22060"	"2012"	"2012"	"Virginia"	"51"	5838	8193374	66.2
	"Respiratory System"	"22010-22060"	"2012"	"2012"	"Washington"	"53"	4683	6897292	63.5
	"Respiratory System"	"22010-22060"	"2012"	"2012"	"West Virginia"	"54"	2157	1856283	85.8
	"Respiratory System"	"22010-22060"	"2012"	"2012"	"Wisconsin"	"55"	4355	5726422	64.5
	"Respiratory System"	"22010-22060"	"2012"	"2012"	"Wyoming"	"56"	335	577080	52.6
	"Respiratory System"	"22010-22060"	"2013"	"2013"	"Alabama"	"01"	4222	4830533	72.6
	"Respiratory System"	"22010-22060"	"2013"	"2013"	"Alaska"	"02"	342	737442	57.8
	"Respiratory System"	"22010-22060"	"2013"	"2013"	"Arizona"	"04"	4141	6630799	52.4
	"Respiratory System"	"22010-22060"	"2013"	"2013"	"Arkansas"	"05"	3084	2957957	85.3
	"Respiratory System"	"22010-22060"	"2013"	"2013"	"California"	"06"	17982	38414128	46.1
	"Respiratory System"	"22010-22060"	"2013"	"2013"	"Colorado"	"08"	2453	5271132	46.4
	"Respiratory System"	"22010-22060"	"2013"	"2013"	"Connecticut"	"09"	2934	3597168	67.2
	"Respiratory System"	"22010-22060"	"2013"	"2013"	"Delaware"	"10"	888	925353	76.0
	"Respiratory System"	"22010-22060"	"2013"	"2013"	"District of Columbia"	"11"	362	649540	58.9
	"Respiratory System"	"22010-22060"	"2013"	"2013"	"Florida"	"12"	17731	19594467	64.3
	"Respiratory System"	"22010-22060"	"2013"	"2013"	"Georgia"	"13"	6988	9991562	69.6
	"Respiratory System"	"22010-22060"	"2013"	"2013"	"Hawaii"	"15"	906	1408765	53.0
	"Respiratory System"	"22010-22060"	"2013"	"2013"	"Idaho"	"16"	897	1612785	50.9
	"Respiratory System"	"22010-22060"	"2013"	"2013"	"Illinois"	"17"	9784	12889580	68.4
	"Respiratory System"	"22010-22060"	"2013"	"2013"	"Indiana"	"18"	5793	6570518	77.8
	"Respiratory System"	"22010-22060"	"2013"	"2013"	"Iowa"	"19"	2588	3092224	67.8
	"Respiratory System"	"22010-22060"	"2013"	"2013"	"Kansas"	"20"	2206	2894630	67.7
	"Respiratory System"	"22010-22060"	"2013"	"2013"	"Kentucky"	"21"	5247	4398500	101.2
	"Respiratory System"	"22010-22060"	"2013"	"2013"	"Louisiana"	"22"	3812	4627491	74.3
	"Respiratory System"	"22010-22060"	"2013"	"2013"	"Maine"	"23"	1482	1328778	79.9
	"Respiratory System"	"22010-22060"	"2013"	"2013"	"Maryland"	"24"	4061	5936040	61.9
	"Respiratory System"	"22010-22060"	"2013"	"2013"	"Massachusetts"	"25"	5324	6708810	67.1
	"Respiratory System"	"22010-22060"	"2013"	"2013"	"Michigan"	"26"	8239	9900506	68.2
	"Respiratory System"	"22010-22060"	"2013"	"2013"	"Minnesota"	"27"	3719	5420541	60.4
	"Respiratory System"	"22010-22060"	"2013"	"2013"	"Mississippi"	"28"	2834	2990976	83.2
	"Respiratory System"	"22010-22060"	"2013"	"2013"	"Missouri"	"29"	5791	6043708	79.4
	"Respiratory System"	"22010-22060"	"2013"	"2013"	"Montana"	"30"	818	1014402	62.7
	"Respiratory System"	"22010-22060"	"2013"	"2013"	"Nebraska"	"31"	1405	1869300	66.1
	"Respiratory System"	"22010-22060"	"2013"	"2013"	"Nevada"	"32"	1898	2790366	62.9
	"Respiratory System"	"22010-22060"	"2013"	"2013"	"New Hampshire"	"33"	1160	1322660	70.0
	"Respiratory System"	"22010-22060"	"2013"	"2013"	"New Jersey"	"34"	6423	8907384	62.0
	"Respiratory System"	"22010-22060"	"2013"	"2013"	"New Mexico"	"35"	1081	2086890	44.5
	"Respiratory System"	"22010-22060"	"2013"	"2013"	"New York"	"36"	14684	19691032	64.4
	"Respiratory System"	"22010-22060"	"2013"	"2013"	"North Carolina"	"37"	8513	9845432	75.2
	"Respiratory System"	"22010-22060"	"2013"	"2013"	"North Dakota"	"38"	506	723626	61.7
	"Respiratory System"	"22010-22060"	"2013"	"2013"	"Ohio"	"39"	10470	11572232	74.0
	"Respiratory System"	"22010-22060"	"2013"	"2013"	"Oklahoma"	"40"	3318	3853405	75.0
	"Respiratory System"	"22010-22060"	"2013"	"2013"	"Oregon"	"41"	2884	3928030	60.3
	"Respiratory System"	"22010-22060"	"2013"	"2013"	"Pennsylvania"	"42"	11513	12783536	69.6
	"Respiratory System"	"22010-22060"	"2013"	"2013"	"Rhode Island"	"44"	980	1052856	75.9
	"Respiratory System"	"22010-22060"	"2013"	"2013"	"South Carolina"	"45"	4147	4768498	71.3
	"Respiratory System"	"22010-22060"	"2013"	"2013"	"South Dakota"	"46"	654	845270	64.8
	"Respiratory System"	"22010-22060"	"2013"	"2013"	"Tennessee"	"47"	6260	6496130	81.2
	"Respiratory System"	"22010-22060"	"2013"	"2013"	"Texas"	"48"	14286	26500674	57.6
	"Respiratory System"	"22010-22060"	"2013"	"2013"	"Utah"	"49"	680	2903685	28.9
	"Respiratory System"	"22010-22060"	"2013"	"2013"	"Vermont"	"50"	545	627129	66.1
	"Respiratory System"	"22010-22060"	"2013"	"2013"	"Virginia"	"51"	5696	8267875	62.8
	"Respiratory System"	"22010-22060"	"2013"	"2013"	"Washington"	"53"	4515	6973281	59.0
	"Respiratory System"	"22010-22060"	"2013"	"2013"	"West Virginia"	"54"	2236	1852985	87.8
	"Respiratory System"	"22010-22060"	"2013"	"2013"	"Wisconsin"	"55"	4427	5743653	64.3
	"Respiratory System"	"22010-22060"	"2013"	"2013"	"Wyoming"	"56"	287	583131	43.2
	"Respiratory System"	"22010-22060"	"2014"	"2014"	"Alabama"	"01"	4220	4846411	70.1
	"Respiratory System"	"22010-22060"	"2014"	"2014"	"Alaska"	"02"	363	737046	58.5
	"Respiratory System"	"22010-22060"	"2014"	"2014"	"Arizona"	"04"	4100	6728783	50.0
	"Respiratory System"	"22010-22060"	"2014"	"2014"	"Arkansas"	"05"	3034	2966835	82.6
	"Respiratory System"	"22010-22060"	"2014"	"2014"	"California"	"06"	17973	38792291	44.6
	"Respiratory System"	"22010-22060"	"2014"	"2014"	"Colorado"	"08"	2519	5355588	45.5
	"Respiratory System"	"22010-22060"	"2014"	"2014"	"Connecticut"	"09"	2830	3594762	63.6
	"Respiratory System"	"22010-22060"	"2014"	"2014"	"Delaware"	"10"	855	935968	71.3
	"Respiratory System"	"22010-22060"	"2014"	"2014"	"District of Columbia"	"11"	344	659836	54.7
	"Respiratory System"	"22010-22060"	"2014"	"2014"	"Florida"	"12"	17488	19905569	61.4
	"Respiratory System"	"22010-22060"	"2014"	"2014"	"Georgia"	"13"	7015	10097132	67.3
	"Respiratory System"	"22010-22060"	"2014"	"2014"	"Hawaii"	"15"	818	1420257	46.5
	"Respiratory System"	"22010-22060"	"2014"	"2014"	"Idaho"	"16"	959	1634806	52.0
	"Respiratory System"	"22010-22060"	"2014"	"2014"	"Illinois"	"17"	10220	12882189	70.2
	"Respiratory System"	"22010-22060"	"2014"	"2014"	"Indiana"	"18"	5582	6597880	73.1
	"Respiratory System"	"22010-22060"	"2014"	"2014"	"Iowa"	"19"	2616	3109481	67.7
	"Respiratory System"	"22010-22060"	"2014"	"2014"	"Kansas"	"20"	2108	2902507	63.6
	"Respiratory System"	"22010-22060"	"2014"	"2014"	"Kentucky"	"21"	5230	4412617	98.1
	"Respiratory System"	"22010-22060"	"2014"	"2014"	"Louisiana"	"22"	3894	4648990	74.9
	"Respiratory System"	"22010-22060"	"2014"	"2014"	"Maine"	"23"	1452	1330256	76.9
	"Respiratory System"	"22010-22060"	"2014"	"2014"	"Maryland"	"24"	3979	5975346	59.1
	"Respiratory System"	"22010-22060"	"2014"	"2014"	"Massachusetts"	"25"	5319	6755124	65.8
	"Respiratory System"	"22010-22060"	"2014"	"2014"	"Michigan"	"26"	8352	9916306	67.7
	"Respiratory System"	"22010-22060"	"2014"	"2014"	"Minnesota"	"27"	3561	5457125	56.3
	"Respiratory System"	"22010-22060"	"2014"	"2014"	"Mississippi"	"28"	2780	2993443	79.7
	"Respiratory System"	"22010-22060"	"2014"	"2014"	"Missouri"	"29"	5706	6063827	76.7
	"Respiratory System"	"22010-22060"	"2014"	"2014"	"Montana"	"30"	757	1023252	56.2
	"Respiratory System"	"22010-22060"	"2014"	"2014"	"Nebraska"	"31"	1301	1882980	60.6
	"Respiratory System"	"22010-22060"	"2014"	"2014"	"Nevada"	"32"	1739	2838281	54.8
	"Respiratory System"	"22010-22060"	"2014"	"2014"	"New Hampshire"	"33"	1110	1327996	64.9
	"Respiratory System"	"22010-22060"	"2014"	"2014"	"New Jersey"	"34"	6259	8938844	59.3
	"Respiratory System"	"22010-22060"	"2014"	"2014"	"New Mexico"	"35"	1043	2085567	41.9
	"Respiratory System"	"22010-22060"	"2014"	"2014"	"New York"	"36"	14359	19748858	61.8
	"Respiratory System"	"22010-22060"	"2014"	"2014"	"North Carolina"	"37"	8458	9940387	72.1
	"Respiratory System"	"22010-22060"	"2014"	"2014"	"North Dakota"	"38"	528	740040	62.8
	"Respiratory System"	"22010-22060"	"2014"	"2014"	"Ohio"	"39"	10320	11596998	71.6
	"Respiratory System"	"22010-22060"	"2014"	"2014"	"Oklahoma"	"40"	3361	3879610	74.5
	"Respiratory System"	"22010-22060"	"2014"	"2014"	"Oregon"	"41"	2763	3971202	56.0
	"Respiratory System"	"22010-22060"	"2014"	"2014"	"Pennsylvania"	"42"	11443	12793767	67.9
	"Respiratory System"	"22010-22060"	"2014"	"2014"	"Rhode Island"	"44"	964	1054907	73.5
	"Respiratory System"	"22010-22060"	"2014"	"2014"	"South Carolina"	"45"	4155	4829160	69.0
	"Respiratory System"	"22010-22060"	"2014"	"2014"	"South Dakota"	"46"	621	853304	60.6
	"Respiratory System"	"22010-22060"	"2014"	"2014"	"Tennessee"	"47"	6195	6547779	78.4
	"Respiratory System"	"22010-22060"	"2014"	"2014"	"Texas"	"48"	14239	26979078	55.4
	"Respiratory System"	"22010-22060"	"2014"	"2014"	"Utah"	"49"	684	2944498	28.2
	"Respiratory System"	"22010-22060"	"2014"	"2014"	"Vermont"	"50"	544	626767	65.8
	"Respiratory System"	"22010-22060"	"2014"	"2014"	"Virginia"	"51"	5729	8328098	61.5
	"Respiratory System"	"22010-22060"	"2014"	"2014"	"Washington"	"53"	4636	7063166	58.7
	"Respiratory System"	"22010-22060"	"2014"	"2014"	"West Virginia"	"54"	2163	1848751	84.0
	"Respiratory System"	"22010-22060"	"2014"	"2014"	"Wisconsin"	"55"	4395	5759432	62.2
	"Respiratory System"	"22010-22060"	"2014"	"2014"	"Wyoming"	"56"	329	584304	48.9
"---"
"Dataset: United States and Puerto Rico Cancer Statistics, 1999-2014 Incidence"
"Query Parameters:"
"Title:"
"Age Groups: All"
"Cancer Sites: Respiratory System"
"Ethnicity: All"
"Race: All"
"Sex: All"
"States: All"
"Year: All, 1999 to 2014"
"Group By: Cancer Sites, Year, States"
"Show Totals: Disabled"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Standard Population: 2000 U.S. Std. Million"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/cancer-v2014.html for more information."
"---"
"Query Date: Dec 12, 2017 10:37:08 AM"
"---"
"Suggested Citation: United States Cancer Statistics: 1999 - 2014 Incidence, WONDER Online Database. United States Department of"
"Health and Human Services, Centers for Disease Control and Prevention and National Cancer Institute; 2016. Accessed at"
"http://wonder.cdc.gov/cancer-v2014.html on Dec 12, 2017 10:37:08 AM"
"---"
Messages:
"1. Rows with zero Count are hidden. Use Quick Options above to show zero rows."
"---"
Caveats:
"1. 'Not Applicable' is displayed for Population when it is not available, and for Age Adjusted Rates, Crude Rates, 95%"
"Confidence Interval, and Standard Error when they cannot be calculated due to lack of denominator population."
"2. 'Missing' is displayed for a combination of states/territories/MSAs and years that did not meet the United States Cancer"
"Statistics (USCS) publication standard or did not allow permission for their data to be used."
"3. The ""Show Totals"" checkbox is disabled when data are grouped by Cancer Sites or by Childhood Cancer, because aggregate"
"values are displayed in the table. Also be aware that charts and maps containing both aggregate and detail data could be"
"misleading."
"4. These states are missing data for the indicated year: Arkansas 1999-2000; District of Columbia 2002; Mississippi 1999-2002;"
"Nevada 2011; South Dakota 1999-2000."
"5. Data are from selected statewide and metropolitan area cancer registries that meet data quality criteria. Incidence data"
"shown for the United States are diagnoses and populations from included registries only."
"6. Information on primary site, behavior, and histology was coded according to the International Classification of Diseases for"
"Oncology, Third Edition (ICD-O-3) and categorized according to the revised SEER recodes dated January 27, 2003, which define"
"standard groupings of primary cancer sites."
"7. For the 2005 year, the Census Bureau estimates that 203,937 persons were displaced from Alabama, Louisiana, Mississippi and"
"Texas due to Hurricanes Katrina and Rita. CDC WONDER does not include the displaced persons in the 2005 population counts for"
"these states, nor are these counts included in the summary populations for the affected division, regions or national"
"population. However, the USCS web site does include these displaced persons in the national population figures for 2005."
