CBSA,CBSA Geography,Population Estimate,Year
,United States,321418820,2015
,In metropolitan statistical area,275252217,2015
10180,"Abilene, TX Metro Area",169578,2015
10420,"Akron, OH Metro Area",704243,2015
10500,"Albany, GA Metro Area",153526,2015
10540,"Albany, OR Metro Area",120547,2015
10580,"Albany-Schenectady-Troy, NY Metro Area",881830,2015
10740,"Albuquerque, NM Metro Area",907301,2015
10780,"Alexandria, LA Metro Area",154484,2015
10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",832327,2015
11020,"Altoona, PA Metro Area",125593,2015
11100,"Amarillo, TX Metro Area",262056,2015
11180,"Ames, IA Metro Area",96021,2015
11260,"Anchorage, AK Metro Area",399790,2015
11460,"Ann Arbor, MI Metro Area",358880,2015
11500,"Anniston-Oxford-Jacksonville, AL Metro Area",115620,2015
11540,"Appleton, WI Metro Area",233007,2015
11700,"Asheville, NC Metro Area",446840,2015
12020,"Athens-Clarke County, GA Metro Area",203189,2015
12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",5710795,2015
12100,"Atlantic City-Hammonton, NJ Metro Area",274219,2015
12220,"Auburn-Opelika, AL Metro Area",156993,2015
12260,"Augusta-Richmond County, GA-SC Metro Area",590146,2015
12420,"Austin-Round Rock, TX Metro Area",2000860,2015
12540,"Bakersfield, CA Metro Area",882176,2015
12580,"Baltimore-Columbia-Towson, MD Metro Area",2797407,2015
12620,"Bangor, ME Metro Area",152692,2015
12700,"Barnstable Town, MA Metro Area",214333,2015
12940,"Baton Rouge, LA Metro Area",830480,2015
12980,"Battle Creek, MI Metro Area",134314,2015
13020,"Bay City, MI Metro Area",105659,2015
13140,"Beaumont-Port Arthur, TX Metro Area",408419,2015
13220,"Beckley, WV Metro Area",122507,2015
13380,"Bellingham, WA Metro Area",212284,2015
13460,"Bend-Redmond, OR Metro Area",175268,2015
13740,"Billings, MT Metro Area",168283,2015
13780,"Binghamton, NY Metro Area",246020,2015
13820,"Birmingham-Hoover, AL Metro Area",1145647,2015
13900,"Bismarck, ND Metro Area",129517,2015
13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",181747,2015
14010,"Bloomington, IL Metro Area",189413,2015
14020,"Bloomington, IN Metro Area",165577,2015
14100,"Bloomsburg-Berwick, PA Metro Area",85229,2015
14260,"Boise City, ID Metro Area",676909,2015
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",4774321,2015
14500,"Boulder, CO Metro Area",319372,2015
14540,"Bowling Green, KY Metro Area",168436,2015
14740,"Bremerton-Silverdale, WA Metro Area",260131,2015
14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",948053,2015
15180,"Brownsville-Harlingen, TX Metro Area",422156,2015
15260,"Brunswick, GA Metro Area",116003,2015
15380,"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area",1135230,2015
15500,"Burlington, NC Metro Area",158276,2015
15540,"Burlington-South Burlington, VT Metro Area",217042,2015
15680,"California-Lexington Park, MD Metro Area",111413,2015
15940,"Canton-Massillon, OH Metro Area",402976,2015
15980,"Cape Coral-Fort Myers, FL Metro Area",701982,2015
16020,"Cape Girardeau, MO-IL Metro Area",97534,2015
16060,"Carbondale-Marion, IL Metro Area",126828,2015
16180,"Carson City, NV Metro Area",54521,2015
16220,"Casper, WY Metro Area",82178,2015
16300,"Cedar Rapids, IA Metro Area",266040,2015
16540,"Chambersburg-Waynesboro, PA Metro Area",153638,2015
16580,"Champaign-Urbana, IL Metro Area",238984,2015
16620,"Charleston, WV Metro Area",220614,2015
16700,"Charleston-North Charleston, SC Metro Area",744526,2015
16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2426363,2015
16820,"Charlottesville, VA Metro Area",229514,2015
16860,"Chattanooga, TN-GA Metro Area",547776,2015
16940,"Cheyenne, WY Metro Area",97121,2015
16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",9551031,2015
17020,"Chico, CA Metro Area",225411,2015
17140,"Cincinnati, OH-KY-IN Metro Area",2157719,2015
17300,"Clarksville, TN-KY Metro Area",281021,2015
17420,"Cleveland, TN Metro Area",120864,2015
17460,"Cleveland-Elyria, OH Metro Area",2060810,2015
17660,"Coeur d'Alene, ID Metro Area",150346,2015
17780,"College Station-Bryan, TX Metro Area",249156,2015
17820,"Colorado Springs, CO Metro Area",697856,2015
17860,"Columbia, MO Metro Area",174974,2015
17900,"Columbia, SC Metro Area",810068,2015
17980,"Columbus, GA-AL Metro Area",313749,2015
18020,"Columbus, IN Metro Area",81162,2015
18140,"Columbus, OH Metro Area",2021632,2015
18580,"Corpus Christi, TX Metro Area",452422,2015
18700,"Corvallis, OR Metro Area",87572,2015
18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",262172,2015
19060,"Cumberland, MD-WV Metro Area",99979,2015
19100,"Dallas-Fort Worth-Arlington, TX Metro Area",7102796,2015
19140,"Dalton, GA Metro Area",143781,2015
19180,"Danville, IL Metro Area",79282,2015
19300,"Daphne-Fairhope-Foley, AL Metro Area",203709,2015
19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",383606,2015
19380,"Dayton, OH Metro Area",800909,2015
19460,"Decatur, AL Metro Area",152680,2015
19500,"Decatur, IL Metro Area",107303,2015
19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",623279,2015
19740,"Denver-Aurora-Lakewood, CO Metro Area",2814330,2015
19780,"Des Moines-West Des Moines, IA Metro Area",622899,2015
19820,"Detroit-Warren-Dearborn, MI Metro Area",4302043,2015
20020,"Dothan, AL Metro Area",148171,2015
20100,"Dover, DE Metro Area",173533,2015
20220,"Dubuque, IA Metro Area",97125,2015
20260,"Duluth, MN-WI Metro Area",279601,2015
20500,"Durham-Chapel Hill, NC Metro Area",552493,2015
20700,"East Stroudsburg, PA Metro Area",166397,2015
20740,"Eau Claire, WI Metro Area",165636,2015
20940,"El Centro, CA Metro Area",180191,2015
21060,"Elizabethtown-Fort Knox, KY Metro Area",148604,2015
21140,"Elkhart-Goshen, IN Metro Area",203474,2015
21300,"Elmira, NY Metro Area",87071,2015
21340,"El Paso, TX Metro Area",838972,2015
21500,"Erie, PA Metro Area",278045,2015
21660,"Eugene, OR Metro Area",362895,2015
21780,"Evansville, IN-KY Metro Area",315693,2015
21820,"Fairbanks, AK Metro Area",99631,2015
22020,"Fargo, ND-MN Metro Area",233836,2015
22140,"Farmington, NM Metro Area",118737,2015
22180,"Fayetteville, NC Metro Area",376509,2015
22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",513559,2015
22380,"Flagstaff, AZ Metro Area",139097,2015
22420,"Flint, MI Metro Area",410849,2015
22500,"Florence, SC Metro Area",206448,2015
22520,"Florence-Muscle Shoals, AL Metro Area",146950,2015
22540,"Fond du Lac, WI Metro Area",101973,2015
22660,"Fort Collins, CO Metro Area",333577,2015
22900,"Fort Smith, AR-OK Metro Area",280241,2015
23060,"Fort Wayne, IN Metro Area",429820,2015
23420,"Fresno, CA Metro Area",974861,2015
23460,"Gadsden, AL Metro Area",103057,2015
23540,"Gainesville, FL Metro Area",277163,2015
23580,"Gainesville, GA Metro Area",193535,2015
23900,"Gettysburg, PA Metro Area",102295,2015
24020,"Glens Falls, NY Metro Area",126918,2015
24140,"Goldsboro, NC Metro Area",124132,2015
24220,"Grand Forks, ND-MN Metro Area",102449,2015
24260,"Grand Island, NE Metro Area",85066,2015
24300,"Grand Junction, CO Metro Area",148513,2015
24340,"Grand Rapids-Wyoming, MI Metro Area",1038583,2015
24420,"Grants Pass, OR Metro Area",84745,2015
24500,"Great Falls, MT Metro Area",82278,2015
24540,"Greeley, CO Metro Area",285174,2015
24580,"Green Bay, WI Metro Area",316519,2015
24660,"Greensboro-High Point, NC Metro Area",752157,2015
24780,"Greenville, NC Metro Area",175842,2015
24860,"Greenville-Anderson-Mauldin, SC Metro Area",874869,2015
25060,"Gulfport-Biloxi-Pascagoula, MS Metro Area",389255,2015
25180,"Hagerstown-Martinsburg, MD-WV Metro Area",261486,2015
25220,"Hammond, LA Metro Area",128755,2015
25260,"Hanford-Corcoran, CA Metro Area",150965,2015
25420,"Harrisburg-Carlisle, PA Metro Area",565006,2015
25500,"Harrisonburg, VA Metro Area",131131,2015
25540,"Hartford-West Hartford-East Hartford, CT Metro Area",1211324,2015
25620,"Hattiesburg, MS Metro Area",148839,2015
25860,"Hickory-Lenoir-Morganton, NC Metro Area",362510,2015
25940,"Hilton Head Island-Bluffton-Beaufort, SC Metro Area",207413,2015
25980,"Hinesville, GA Metro Area",80198,2015
26140,"Homosassa Springs, FL Metro Area",141058,2015
26300,"Hot Springs, AR Metro Area",97177,2015
26380,"Houma-Thibodaux, LA Metro Area",212297,2015
26420,"Houston-The Woodlands-Sugar Land, TX Metro Area",6656947,2015
26580,"Huntington-Ashland, WV-KY-OH Metro Area",361580,2015
26620,"Huntsville, AL Metro Area",444752,2015
26820,"Idaho Falls, ID Metro Area",139747,2015
26900,"Indianapolis-Carmel-Anderson, IN Metro Area",1988817,2015
26980,"Iowa City, IA Metro Area",166498,2015
27060,"Ithaca, NY Metro Area",104926,2015
27100,"Jackson, MI Metro Area",159494,2015
27140,"Jackson, MS Metro Area",578777,2015
27180,"Jackson, TN Metro Area",129682,2015
27260,"Jacksonville, FL Metro Area",1449481,2015
27340,"Jacksonville, NC Metro Area",186311,2015
27500,"Janesville-Beloit, WI Metro Area",161448,2015
27620,"Jefferson City, MO Metro Area",151145,2015
27740,"Johnson City, TN Metro Area",200648,2015
27780,"Johnstown, PA Metro Area",136411,2015
27860,"Jonesboro, AR Metro Area",128394,2015
27900,"Joplin, MO Metro Area",177211,2015
27980,"Kahului-Wailuku-Lahaina, HI Metro Area",164726,2015
28020,"Kalamazoo-Portage, MI Metro Area",335340,2015
28100,"Kankakee, IL Metro Area",110879,2015
28140,"Kansas City, MO-KS Metro Area",2087471,2015
28420,"Kennewick-Richland, WA Metro Area",279116,2015
28660,"Killeen-Temple, TX Metro Area",431032,2015
28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",307120,2015
28740,"Kingston, NY Metro Area",180143,2015
28940,"Knoxville, TN Metro Area",861424,2015
29020,"Kokomo, IN Metro Area",82556,2015
29100,"La Crosse-Onalaska, WI-MN Metro Area",136985,2015
29180,"Lafayette, LA Metro Area",490488,2015
29200,"Lafayette-West Lafayette, IN Metro Area",214363,2015
29340,"Lake Charles, LA Metro Area",205605,2015
29420,"Lake Havasu City-Kingman, AZ Metro Area",204737,2015
29460,"Lakeland-Winter Haven, FL Metro Area",650092,2015
29540,"Lancaster, PA Metro Area",536624,2015
29620,"Lansing-East Lansing, MI Metro Area",472276,2015
29700,"Laredo, TX Metro Area",269721,2015
29740,"Las Cruces, NM Metro Area",214295,2015
29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2114801,2015
29940,"Lawrence, KS Metro Area",118053,2015
30020,"Lawton, OK Metro Area",130644,2015
30140,"Lebanon, PA Metro Area",137067,2015
30300,"Lewiston, ID-WA Metro Area",62153,2015
30340,"Lewiston-Auburn, ME Metro Area",107233,2015
30460,"Lexington-Fayette, KY Metro Area",500535,2015
30620,"Lima, OH Metro Area",104425,2015
30700,"Lincoln, NE Metro Area",323578,2015
30780,"Little Rock-North Little Rock-Conway, AR Metro Area",731612,2015
30860,"Logan, UT-ID Metro Area",133857,2015
30980,"Longview, TX Metro Area",217781,2015
31020,"Longview, WA Metro Area",103468,2015
31080,"Los Angeles-Long Beach-Anaheim, CA Metro Area",13340068,2015
31140,"Louisville/Jefferson County, KY-IN Metro Area",1278413,2015
31180,"Lubbock, TX Metro Area",311154,2015
31340,"Lynchburg, VA Metro Area",259950,2015
31420,"Macon, GA Metro Area",230096,2015
31460,"Madera, CA Metro Area",154998,2015
31540,"Madison, WI Metro Area",641385,2015
31700,"Manchester-Nashua, NH Metro Area",406678,2015
31740,"Manhattan, KS Metro Area",98545,2015
31860,"Mankato-North Mankato, MN Metro Area",99134,2015
31900,"Mansfield, OH Metro Area",121707,2015
32580,"McAllen-Edinburg-Mission, TX Metro Area",842304,2015
32780,"Medford, OR Metro Area",212567,2015
32820,"Memphis, TN-MS-AR Metro Area",1344127,2015
32900,"Merced, CA Metro Area",268455,2015
33100,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",6012331,2015
33140,"Michigan City-La Porte, IN Metro Area",110884,2015
33220,"Midland, MI Metro Area",83632,2015
33260,"Midland, TX Metro Area",166718,2015
33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",1575747,2015
33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",3524583,2015
33540,"Missoula, MT Metro Area",114181,2015
33660,"Mobile, AL Metro Area",415395,2015
33700,"Modesto, CA Metro Area",538388,2015
33740,"Monroe, LA Metro Area",179238,2015
33780,"Monroe, MI Metro Area",149568,2015
33860,"Montgomery, AL Metro Area",373792,2015
34060,"Morgantown, WV Metro Area",138176,2015
34100,"Morristown, TN Metro Area",116642,2015
34580,"Mount Vernon-Anacortes, WA Metro Area",121846,2015
34620,"Muncie, IN Metro Area",116852,2015
34740,"Muskegon, MI Metro Area",172790,2015
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",431964,2015
34900,"Napa, CA Metro Area",142456,2015
34940,"Naples-Immokalee-Marco Island, FL Metro Area",357305,2015
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1830345,2015
35100,"New Bern, NC Metro Area",126245,2015
35300,"New Haven-Milford, CT Metro Area",859470,2015
35380,"New Orleans-Metairie, LA Metro Area",1262888,2015
35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",20182305,2015
35660,"Niles-Benton Harbor, MI Metro Area",154636,2015
35840,"North Port-Sarasota-Bradenton, FL Metro Area",768918,2015
35980,"Norwich-New London, CT Metro Area",271863,2015
36100,"Ocala, FL Metro Area",343254,2015
36140,"Ocean City, NJ Metro Area",94727,2015
36220,"Odessa, TX Metro Area",159436,2015
36260,"Ogden-Clearfield, UT Metro Area",642850,2015
36420,"Oklahoma City, OK Metro Area",1358452,2015
36500,"Olympia-Tumwater, WA Metro Area",269536,2015
36540,"Omaha-Council Bluffs, NE-IA Metro Area",915312,2015
36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2387138,2015
36780,"Oshkosh-Neenah, WI Metro Area",169546,2015
36980,"Owensboro, KY Metro Area",117463,2015
37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",850536,2015
37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",568088,2015
37460,"Panama City, FL Metro Area",197506,2015
37620,"Parkersburg-Vienna, WV Metro Area",92332,2015
37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",478043,2015
37900,"Peoria, IL Metro Area",378018,2015
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",6069875,2015
38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4574531,2015
38220,"Pine Bluff, AR Metro Area",93696,2015
38300,"Pittsburgh, PA Metro Area",2353045,2015
38340,"Pittsfield, MA Metro Area",127828,2015
38540,"Pocatello, ID Metro Area",83744,2015
38860,"Portland-South Portland, ME Metro Area",526295,2015
38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",2389228,2015
38940,"Port St. Lucie, FL Metro Area",454846,2015
39140,"Prescott, AZ Metro Area",222255,2015
39300,"Providence-Warwick, RI-MA Metro Area",1613070,2015
39340,"Provo-Orem, UT Metro Area",585799,2015
39380,"Pueblo, CO Metro Area",163591,2015
39460,"Punta Gorda, FL Metro Area",173115,2015
39540,"Racine, WI Metro Area",195080,2015
39580,"Raleigh, NC Metro Area",1273568,2015
39660,"Rapid City, SD Metro Area",144134,2015
39740,"Reading, PA Metro Area",415271,2015
39820,"Redding, CA Metro Area",179533,2015
39900,"Reno, NV Metro Area",450890,2015
40060,"Richmond, VA Metro Area",1271334,2015
40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4489159,2015
40220,"Roanoke, VA Metro Area",314560,2015
40340,"Rochester, MN Metro Area",213873,2015
40380,"Rochester, NY Metro Area",1081954,2015
40420,"Rockford, IL Metro Area",340663,2015
40580,"Rocky Mount, NC Metro Area",148069,2015
40660,"Rome, GA Metro Area",96504,2015
40900,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",2274194,2015
40980,"Saginaw, MI Metro Area",193307,2015
41060,"St. Cloud, MN Metro Area",194418,2015
41100,"St. George, UT Metro Area",155602,2015
41140,"St. Joseph, MO-KS Metro Area",126880,2015
41180,"St. Louis, MO-IL Metro Area",2811588,2015
41420,"Salem, OR Metro Area",410091,2015
41500,"Salinas, CA Metro Area",433898,2015
41540,"Salisbury, MD-DE Metro Area",395300,2015
41620,"Salt Lake City, UT Metro Area",1170266,2015
41660,"San Angelo, TX Metro Area",119659,2015
41700,"San Antonio-New Braunfels, TX Metro Area",2384075,2015
41740,"San Diego-Carlsbad, CA Metro Area",3299521,2015
41860,"San Francisco-Oakland-Hayward, CA Metro Area",4656132,2015
41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",1976836,2015
42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",281401,2015
42100,"Santa Cruz-Watsonville, CA Metro Area",274146,2015
42140,"Santa Fe, NM Metro Area",148686,2015
42200,"Santa Maria-Santa Barbara, CA Metro Area",444769,2015
42220,"Santa Rosa, CA Metro Area",502146,2015
42340,"Savannah, GA Metro Area",379199,2015
42540,"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",558166,2015
42660,"Seattle-Tacoma-Bellevue, WA Metro Area",3733580,2015
42680,"Sebastian-Vero Beach, FL Metro Area",147919,2015
42700,"Sebring, FL Metro Area",99491,2015
43100,"Sheboygan, WI Metro Area",115569,2015
43300,"Sherman-Denison, TX Metro Area",125467,2015
43340,"Shreveport-Bossier City, LA Metro Area",443708,2015
43420,"Sierra Vista-Douglas, AZ Metro Area",126427,2015
43580,"Sioux City, IA-NE-SD Metro Area",169069,2015
43620,"Sioux Falls, SD Metro Area",251854,2015
43780,"South Bend-Mishawaka, IN-MI Metro Area",320098,2015
43900,"Spartanburg, SC Metro Area",325079,2015
44060,"Spokane-Spokane Valley, WA Metro Area",547824,2015
44100,"Springfield, IL Metro Area",211156,2015
44140,"Springfield, MA Metro Area",631982,2015
44180,"Springfield, MO Metro Area",456456,2015
44220,"Springfield, OH Metro Area",135959,2015
44300,"State College, PA Metro Area",160580,2015
44420,"Staunton-Waynesboro, VA Metro Area",120221,2015
44700,"Stockton-Lodi, CA Metro Area",726106,2015
44940,"Sumter, SC Metro Area",107480,2015
45060,"Syracuse, NY Metro Area",660458,2015
45220,"Tallahassee, FL Metro Area",377924,2015
45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",2975225,2015
45460,"Terre Haute, IN Metro Area",171019,2015
45500,"Texarkana, TX-AR Metro Area",149769,2015
45540,"The Villages, FL Metro Area",118891,2015
45780,"Toledo, OH Metro Area",605956,2015
45820,"Topeka, KS Metro Area",233791,2015
45940,"Trenton, NJ Metro Area",371398,2015
46060,"Tucson, AZ Metro Area",1010025,2015
46140,"Tulsa, OK Metro Area",981005,2015
46220,"Tuscaloosa, AL Metro Area",239908,2015
46340,"Tyler, TX Metro Area",222936,2015
46520,"Urban Honolulu, HI Metro Area",998714,2015
46540,"Utica-Rome, NY Metro Area",295600,2015
46660,"Valdosta, GA Metro Area",142875,2015
46700,"Vallejo-Fairfield, CA Metro Area",436092,2015
47020,"Victoria, TX Metro Area",99913,2015
47220,"Vineland-Bridgeton, NJ Metro Area",155854,2015
47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",1724876,2015
47300,"Visalia-Porterville, CA Metro Area",459863,2015
47380,"Waco, TX Metro Area",262813,2015
47460,"Walla Walla, WA Metro Area",64282,2015
47580,"Warner Robins, GA Metro Area",188149,2015
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",6097684,2015
47940,"Waterloo-Cedar Falls, IA Metro Area",170612,2015
48060,"Watertown-Fort Drum, NY Metro Area",117635,2015
48140,"Wausau, WI Metro Area",135868,2015
48260,"Weirton-Steubenville, WV-OH Metro Area",120512,2015
48300,"Wenatchee, WA Metro Area",116178,2015
48540,"Wheeling, WV-OH Metro Area",144198,2015
48620,"Wichita, KS Metro Area",644610,2015
48660,"Wichita Falls, TX Metro Area",150780,2015
48700,"Williamsport, PA Metro Area",116048,2015
48900,"Wilmington, NC Metro Area",277969,2015
49020,"Winchester, VA-WV Metro Area",133836,2015
49180,"Winston-Salem, NC Metro Area",659330,2015
49340,"Worcester, MA-CT Metro Area",935536,2015
49420,"Yakima, WA Metro Area",248830,2015
49620,"York-Hanover, PA Metro Area",442867,2015
49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",549885,2015
49700,"Yuba City, CA Metro Area",170955,2015
49740,"Yuma, AZ Metro Area",204275,2015
72,Puerto Rico,3474182,2015
72,In metropolitan statistical area,3323005,2015
10380,"Aguadilla-Isabela, PR Metro Area",315685,2015
11640,"Arecibo, PR Metro Area",188295,2015
25020,"Guayama, PR Metro Area",79086,2015
32420,"Mayagüez, PR Metro Area",95988,2015
38660,"Ponce, PR Metro Area",317185,2015
41900,"San Germán, PR Metro Area",130228,2015
41980,"San Juan-Carolina-Caguas, PR Metro Area",2196538,2015
10180,"Abilene, TX Metro Area",170364,2016
10420,"Akron, OH Metro Area",702221,2016
10500,"Albany, GA Metro Area",152219,2016
10540,"Albany, OR Metro Area",122849,2016
10580,"Albany-Schenectady-Troy, NY Metro Area",881839,2016
10740,"Albuquerque, NM Metro Area",909906,2016
10780,"Alexandria, LA Metro Area",154789,2016
10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",835652,2016
11020,"Altoona, PA Metro Area",124650,2016
11100,"Amarillo, TX Metro Area",263342,2016
11180,"Ames, IA Metro Area",97090,2016
11260,"Anchorage, AK Metro Area",402557,2016
11460,"Ann Arbor, MI Metro Area",364709,2016
11500,"Anniston-Oxford-Jacksonville, AL Metro Area",114611,2016
11540,"Appleton, WI Metro Area",234079,2016
11700,"Asheville, NC Metro Area",452319,2016
12020,"Athens-Clarke County, GA Metro Area",205290,2016
12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",5789700,2016
12100,"Atlantic City-Hammonton, NJ Metro Area",270991,2016
12220,"Auburn-Opelika, AL Metro Area",158991,2016
12260,"Augusta-Richmond County, GA-SC Metro Area",594919,2016
12420,"Austin-Round Rock, TX Metro Area",2056405,2016
12540,"Bakersfield, CA Metro Area",884788,2016
12580,"Baltimore-Columbia-Towson, MD Metro Area",2798886,2016
12620,"Bangor, ME Metro Area",151806,2016
12700,"Barnstable Town, MA Metro Area",214276,2016
12940,"Baton Rouge, LA Metro Area",835175,2016
12980,"Battle Creek, MI Metro Area",134386,2016
13020,"Bay City, MI Metro Area",104747,2016
13140,"Beaumont-Port Arthur, TX Metro Area",409968,2016
13220,"Beckley, WV Metro Area",120924,2016
13380,"Bellingham, WA Metro Area",216800,2016
13460,"Bend-Redmond, OR Metro Area",181307,2016
13740,"Billings, MT Metro Area",169728,2016
13780,"Binghamton, NY Metro Area",244094,2016
13820,"Birmingham-Hoover, AL Metro Area",1147417,2016
13900,"Bismarck, ND Metro Area",131635,2016
13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",182876,2016
14010,"Bloomington, IL Metro Area",188644,2016
14020,"Bloomington, IN Metro Area",166336,2016
14100,"Bloomsburg-Berwick, PA Metro Area",84763,2016
14260,"Boise City, ID Metro Area",691423,2016
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",4794447,2016
14500,"Boulder, CO Metro Area",322226,2016
14540,"Bowling Green, KY Metro Area",171122,2016
14740,"Bremerton-Silverdale, WA Metro Area",264811,2016
14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",944177,2016
15180,"Brownsville-Harlingen, TX Metro Area",422135,2016
15260,"Brunswick, GA Metro Area",116784,2016
15380,"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area",1132804,2016
15500,"Burlington, NC Metro Area",159688,2016
15540,"Burlington-South Burlington, VT Metro Area",217365,2016
15680,"California-Lexington Park, MD Metro Area",112587,2016
15940,"Canton-Massillon, OH Metro Area",401281,2016
15980,"Cape Coral-Fort Myers, FL Metro Area",722336,2016
16020,"Cape Girardeau, MO-IL Metro Area",97443,2016
16060,"Carbondale-Marion, IL Metro Area",126430,2016
16180,"Carson City, NV Metro Area",54742,2016
16220,"Casper, WY Metro Area",81039,2016
16300,"Cedar Rapids, IA Metro Area",267799,2016
16540,"Chambersburg-Waynesboro, PA Metro Area",153851,2016
16580,"Champaign-Urbana, IL Metro Area",238554,2016
16620,"Charleston, WV Metro Area",217916,2016
16700,"Charleston-North Charleston, SC Metro Area",761155,2016
16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2474314,2016
16820,"Charlottesville, VA Metro Area",231349,2016
16860,"Chattanooga, TN-GA Metro Area",551632,2016
16940,"Cheyenne, WY Metro Area",98136,2016
16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",9512999,2016
17020,"Chico, CA Metro Area",226864,2016
17140,"Cincinnati, OH-KY-IN Metro Area",2165139,2016
17300,"Clarksville, TN-KY Metro Area",282349,2016
17420,"Cleveland, TN Metro Area",121262,2016
17460,"Cleveland-Elyria, OH Metro Area",2055612,2016
17660,"Coeur d'Alene, ID Metro Area",154311,2016
17780,"College Station-Bryan, TX Metro Area",254928,2016
17820,"Colorado Springs, CO Metro Area",712327,2016
17860,"Columbia, MO Metro Area",176594,2016
17900,"Columbia, SC Metro Area",817488,2016
17980,"Columbus, GA-AL Metro Area",308755,2016
18020,"Columbus, IN Metro Area",81402,2016
18140,"Columbus, OH Metro Area",2041520,2016
18580,"Corpus Christi, TX Metro Area",454726,2016
18700,"Corvallis, OR Metro Area",89385,2016
18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",267059,2016
19060,"Cumberland, MD-WV Metro Area",99541,2016
19100,"Dallas-Fort Worth-Arlington, TX Metro Area",7233323,2016
19140,"Dalton, GA Metro Area",143904,2016
19180,"Danville, IL Metro Area",78111,2016
19300,"Daphne-Fairhope-Foley, AL Metro Area",208563,2016
19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",382268,2016
19380,"Dayton, OH Metro Area",800683,2016
19460,"Decatur, AL Metro Area",152256,2016
19500,"Decatur, IL Metro Area",106550,2016
19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",637674,2016
19740,"Denver-Aurora-Lakewood, CO Metro Area",2853077,2016
19780,"Des Moines-West Des Moines, IA Metro Area",634725,2016
19820,"Detroit-Warren-Dearborn, MI Metro Area",4297617,2016
20020,"Dothan, AL Metro Area",147834,2016
20100,"Dover, DE Metro Area",174827,2016
20220,"Dubuque, IA Metro Area",97003,2016
20260,"Duluth, MN-WI Metro Area",279227,2016
20500,"Durham-Chapel Hill, NC Metro Area",559535,2016
20700,"East Stroudsburg, PA Metro Area",166098,2016
20740,"Eau Claire, WI Metro Area",166614,2016
20940,"El Centro, CA Metro Area",180883,2016
21060,"Elizabethtown-Fort Knox, KY Metro Area",149538,2016
21140,"Elkhart-Goshen, IN Metro Area",203781,2016
21300,"Elmira, NY Metro Area",86322,2016
21340,"El Paso, TX Metro Area",841971,2016
21420,"Enid, OK Metro Area",62603,2016
21500,"Erie, PA Metro Area",276207,2016
21660,"Eugene, OR Metro Area",369519,2016
21780,"Evansville, IN-KY Metro Area",315948,2016
21820,"Fairbanks, AK Metro Area",100605,2016
22020,"Fargo, ND-MN Metro Area",238124,2016
22140,"Farmington, NM Metro Area",115079,2016
22180,"Fayetteville, NC Metro Area",380389,2016
22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",525032,2016
22380,"Flagstaff, AZ Metro Area",140908,2016
